"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST190975","A",3,2019-09-16,NA,NA,1,NA,NA,3,15,3,NA,3
"ST190971","B",3,2019-09-16,NA,NA,NA,NA,NA,NA,42,2,NA,3
"ST190972","B",3,2019-09-16,NA,NA,2,NA,1,NA,31,NA,NA,5
"ST190973","B",3,2019-09-16,1,NA,NA,NA,NA,2,26,NA,NA,11
"ST190974","B",3,2019-09-16,NA,1,NA,NA,NA,2,17,1,NA,4
"ST190975","B",3,2019-09-16,NA,NA,1,NA,NA,NA,32,NA,NA,10
"ST191011","A",3,2019-09-23,NA,NA,1,NA,3,2,9,NA,NA,7
"ST191012","A",3,2019-09-23,NA,NA,NA,NA,2,2,24,3,NA,6
"ST191013","A",3,2019-09-23,NA,2,NA,NA,1,3,28,2,NA,7
"ST191014","A",3,2019-09-23,NA,1,NA,NA,6,1,41,3,NA,7
"ST191015","A",3,2019-09-23,1,NA,2,NA,1,1,13,1,NA,8
"ST191011","B",3,2019-09-23,NA,NA,NA,NA,1,NA,35,2,NA,11
"ST191012","B",3,2019-09-23,1,NA,NA,NA,1,NA,20,NA,NA,2
"ST191013","B",3,2019-09-23,NA,NA,NA,NA,1,4,16,1,NA,9
"ST191014","B",3,2019-09-23,1,1,NA,NA,3,1,6,1,NA,5
"ST191015","B",3,2019-09-23,NA,NA,NA,NA,3,1,21,3,NA,14
"ST191051","A",3,2019-09-30,8,NA,NA,NA,NA,1,23,NA,NA,3
"ST191052","A",3,2019-09-30,NA,NA,NA,NA,NA,NA,15,NA,NA,5
"ST191053","A",3,2019-09-30,1,NA,NA,NA,1,1,10,2,NA,5
"ST191054","A",3,2019-09-30,NA,NA,NA,NA,NA,NA,6,NA,NA,8
"ST191055","A",3,2019-09-30,NA,NA,NA,NA,NA,NA,31,NA,NA,6
"ST191051","B",3,2019-09-30,12,NA,NA,NA,NA,2,28,NA,NA,3
"ST191052","B",3,2019-09-30,1,NA,1,NA,NA,1,13,NA,NA,4
"ST191053","B",3,2019-09-30,NA,1,NA,NA,NA,1,61,3,NA,7
"ST191054","B",3,2019-09-30,1,NA,NA,NA,NA,NA,26,NA,NA,4
"ST191055","B",3,2019-09-30,1,NA,NA,NA,1,1,13,NA,NA,4
"ST191091","A",3,2019-10-07,3,2,NA,NA,NA,1,18,NA,NA,6
"ST191092","A",3,2019-10-07,5,NA,NA,NA,NA,NA,24,NA,NA,3
"ST191093","A",3,2019-10-07,4,NA,NA,NA,NA,NA,32,1,NA,1
"ST191094","A",3,2019-10-07,1,1,1,NA,NA,NA,12,NA,NA,2
"ST191095","A",3,2019-10-07,NA,NA,NA,NA,NA,NA,35,NA,NA,4
"ST191091","B",3,2019-10-07,6,1,NA,NA,NA,NA,16,NA,NA,5
"ST191092","B",3,2019-10-07,NA,NA,NA,NA,NA,NA,10,NA,NA,2
"ST191093","B",3,2019-10-07,1,NA,NA,NA,NA,1,27,NA,NA,NA
"ST191094","B",3,2019-10-07,3,1,NA,NA,NA,NA,24,NA,NA,2
"ST191095","B",3,2019-10-07,9,NA,NA,NA,NA,NA,19,NA,NA,6
"ST191131","A",3,2019-10-15,NA,NA,NA,NA,NA,2,12,1,NA,9
"ST191132","A",3,2019-10-15,NA,1,NA,NA,NA,2,21,2,NA,8
"ST191133","A",3,2019-10-15,NA,1,NA,NA,NA,6,36,NA,NA,10
"ST191134","A",3,2019-10-15,1,2,NA,NA,NA,4,27,2,NA,13
"ST191135","A",3,2019-10-15,NA,NA,NA,NA,NA,1,14,1,NA,8
"ST191131","B",3,2019-10-15,NA,NA,NA,NA,1,1,31,2,NA,7
"ST191132","B",3,2019-10-15,2,1,1,NA,1,NA,29,3,NA,10
"ST191133","B",3,2019-10-15,1,1,NA,NA,NA,7,15,NA,NA,2
"ST191134","B",3,2019-10-15,2,NA,NA,NA,NA,1,21,1,NA,7
"ST191135","B",3,2019-10-15,13,1,NA,NA,NA,NA,30,1,NA,6
"ST191171","A",3,2019-10-21,4,NA,NA,NA,NA,NA,13,NA,NA,3
"ST191172","A",3,2019-10-21,7,NA,NA,NA,NA,NA,31,NA,NA,5
"ST191173","A",3,2019-10-21,3,NA,NA,NA,NA,NA,10,NA,NA,2
"ST191174","A",3,2019-10-21,1,NA,NA,NA,NA,1,15,1,NA,2
"ST191175","A",3,2019-10-21,2,NA,NA,NA,NA,NA,12,NA,NA,2
"ST191171","B",3,2019-10-21,20,NA,NA,NA,NA,1,8,NA,NA,3
"ST191172","B",3,2019-10-21,27,NA,NA,NA,NA,1,10,NA,NA,3
"ST191173","B",3,2019-10-21,1,NA,NA,NA,NA,NA,7,NA,NA,3
"ST191174","B",3,2019-10-21,10,NA,NA,NA,NA,NA,8,1,NA,2
"ST191175","B",3,2019-10-21,4,NA,NA,NA,1,NA,35,1,NA,3
"ST191211","A",3,2019-10-28,1,NA,NA,NA,NA,NA,17,2,NA,4
"ST191212","A",3,2019-10-28,2,NA,NA,NA,NA,NA,23,2,NA,9
"ST191213","A",3,2019-10-28,2,1,NA,NA,NA,1,61,NA,NA,11
"ST191214","A",3,2019-10-28,19,NA,NA,NA,1,2,18,NA,NA,7
"ST191215","A",3,2019-10-28,3,NA,NA,NA,NA,NA,28,NA,NA,12
"ST191211","B",3,2019-10-28,4,NA,NA,NA,NA,NA,18,1,NA,5
"ST191212","B",3,2019-10-28,1,NA,NA,NA,NA,NA,12,1,NA,3
"ST191213","B",3,2019-10-28,2,NA,NA,NA,NA,2,29,NA,NA,8
"ST191214","B",3,2019-10-28,4,NA,1,NA,NA,NA,55,2,NA,23
"ST191215","B",3,2019-10-28,6,NA,NA,NA,NA,NA,23,NA,NA,4
"ST191251","A",3,2019-11-04,1,NA,NA,NA,NA,NA,15,NA,NA,3
"ST191252","A",3,2019-11-04,1,NA,NA,NA,NA,NA,6,NA,NA,2
"ST191253","A",3,2019-11-04,2,NA,NA,NA,1,1,16,NA,NA,7
"ST191254","A",3,2019-11-04,NA,NA,NA,NA,NA,NA,29,NA,NA,5
"ST191255","A",3,2019-11-04,1,NA,NA,NA,NA,1,20,NA,NA,9
"ST191251","B",3,2019-11-04,NA,NA,NA,NA,NA,NA,12,NA,NA,3
"ST191252","B",3,2019-11-04,1,NA,NA,NA,NA,NA,31,NA,NA,5
"ST191253","B",3,2019-11-04,1,NA,NA,NA,1,NA,46,NA,NA,6
"ST191254","B",3,2019-11-04,2,NA,NA,NA,2,NA,6,NA,NA,3
"ST191255","B",3,2019-11-04,1,NA,NA,NA,NA,NA,13,NA,NA,6
"ST191291","1",3,2019-11-11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"ST191295","10",3,2019-11-11,4,NA,NA,NA,NA,NA,20,NA,NA,NA
"ST191291","2",3,2019-11-11,0,0,0,0,0,0,0,0,0,0
"ST191292","3",3,2019-11-11,1,NA,NA,NA,1,NA,8,NA,NA,NA
"ST191292","4",3,2019-11-11,1,NA,NA,NA,NA,NA,11,NA,NA,NA
"ST191293","5",3,2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST191293","6",3,2019-11-11,0,0,0,0,0,0,0,0,0,0
"ST191294","7",3,2019-11-11,1,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST191294","8",3,2019-11-11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191295","9",3,2019-11-11,NA,NA,NA,NA,1,NA,6,NA,NA,NA
"ST200171","A",3,2020-04-14,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST200172","A",3,2020-04-14,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST200173","A",3,2020-04-14,1,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST200174","A",3,2020-04-14,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"ST200175","A",3,2020-04-14,1,1,NA,NA,NA,NA,27,NA,NA,NA
"ST200171","B",3,2020-04-14,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"ST200172","B",3,2020-04-14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"ST200173","B",3,2020-04-14,1,NA,NA,NA,NA,NA,5,NA,NA,NA
"ST200174","B",3,2020-04-14,2,1,NA,NA,NA,1,2,NA,NA,NA
"ST200175","B",3,2020-04-14,3,1,NA,NA,NA,NA,3,NA,NA,NA
"ST200212","A",3,2020-04-20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"ST200213","A",3,2020-04-20,3,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200214","A",3,2020-04-20,11,NA,NA,NA,NA,NA,24,NA,NA,NA
"ST200215","A",3,2020-04-20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ST200211","B",3,2020-04-20,3,3,NA,NA,NA,NA,8,1,NA,NA
"ST200212","B",3,2020-04-20,1,NA,NA,NA,1,NA,NA,1,NA,NA
"ST200213","B",3,2020-04-20,2,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST200214","B",3,2020-04-20,2,NA,NA,NA,NA,NA,4,NA,NA,1
"ST200215","B",3,2020-04-20,1,NA,NA,NA,NA,NA,4,NA,NA,NA
"ST200251","A",3,2020-04-28,4,NA,NA,NA,NA,NA,4,1,NA,NA
"ST200252","A",3,2020-04-28,3,2,NA,NA,NA,NA,2,NA,NA,1
"ST200253","A",3,2020-04-28,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200254","A",3,2020-04-28,5,1,NA,NA,NA,NA,8,NA,NA,NA
"ST200255","A",3,2020-04-28,3,1,NA,NA,NA,NA,10,NA,NA,NA
"ST200251","B",3,2020-04-28,9,NA,NA,NA,1,NA,9,NA,NA,NA
"ST200252","B",3,2020-04-28,3,1,NA,NA,NA,NA,6,NA,NA,NA
"ST200253","B",3,2020-04-28,4,NA,NA,NA,NA,1,9,NA,NA,NA
"ST200254","B",3,2020-04-28,6,NA,NA,NA,NA,NA,6,NA,NA,NA
"ST200255","B",3,2020-04-28,9,1,NA,NA,NA,NA,20,NA,NA,7
"ST200291","A",3,2020-05-04,3,1,NA,NA,1,3,25,2,NA,3
"ST200292","A",3,2020-05-04,3,1,NA,NA,NA,1,18,1,NA,2
"ST200293","A",3,2020-05-04,NA,NA,NA,NA,NA,1,22,NA,NA,4
"ST200294","A",3,2020-05-04,NA,NA,NA,NA,1,NA,18,1,NA,4
"ST200295","A",3,2020-05-04,1,NA,NA,NA,NA,NA,38,NA,NA,4
"ST200291","B",3,2020-05-04,7,1,NA,NA,NA,NA,28,NA,NA,7
"ST200292","B",3,2020-05-04,3,NA,NA,NA,NA,NA,9,NA,NA,6
"ST200293","B",3,2020-05-04,1,NA,NA,NA,NA,NA,21,NA,NA,6
"ST200294","B",3,2020-05-04,2,NA,NA,NA,NA,2,19,2,NA,8
"ST200295","B",3,2020-05-04,6,NA,NA,NA,NA,NA,38,3,NA,2
"ST200331","A",3,2020-05-12,1,NA,NA,NA,1,NA,21,1,NA,1
"ST200332","A",3,2020-05-12,NA,NA,NA,NA,NA,NA,14,1,NA,1
"ST200333","A",3,2020-05-12,NA,NA,NA,NA,NA,NA,31,NA,NA,1
"ST200334","A",3,2020-05-12,2,NA,NA,NA,NA,NA,16,NA,NA,NA
"ST200335","A",3,2020-05-12,NA,2,NA,NA,NA,1,3,NA,NA,NA
"ST200331","B",3,2020-05-12,4,NA,NA,NA,NA,1,39,NA,NA,3
"ST200332","B",3,2020-05-12,NA,NA,NA,NA,NA,NA,4,NA,NA,1
"ST200333","B",3,2020-05-12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"ST200334","B",3,2020-05-12,2,NA,NA,NA,NA,2,15,1,NA,NA
"ST200335","B",3,2020-05-12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST200371","A",3,2020-05-18,NA,2,NA,NA,NA,1,44,NA,NA,13
"ST200372","A",3,2020-05-18,NA,NA,NA,NA,NA,NA,9,NA,NA,11
"ST200373","A",3,2020-05-18,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"ST200374","A",3,2020-05-18,NA,NA,NA,NA,1,NA,71,1,NA,5
"ST200375","A",3,2020-05-18,1,NA,NA,NA,NA,1,157,NA,NA,24
"ST200371","B",3,2020-05-18,3,1,NA,NA,NA,1,79,1,NA,7
"ST200372","B",3,2020-05-18,3,NA,NA,NA,NA,NA,39,NA,NA,35
"ST200373","B",3,2020-05-18,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"ST200374","B",3,2020-05-18,NA,NA,NA,NA,NA,NA,36,2,NA,7
"ST200375","B",3,2020-05-18,NA,1,NA,NA,NA,1,53,NA,NA,7
"ST200411","A",3,2020-05-26,2,1,NA,NA,NA,1,48,5,NA,34
"ST200412","A",3,2020-05-26,1,NA,NA,NA,3,5,92,7,NA,3
"ST200413","A",3,2020-05-26,NA,NA,NA,NA,1,6,101,4,NA,18
"ST200414","A",3,2020-05-26,NA,NA,NA,NA,1,2,105,9,NA,45
"ST200415","A",3,2020-05-26,NA,NA,NA,NA,NA,6,84,4,NA,15
"ST200411","B",3,2020-05-26,1,NA,NA,NA,2,4,115,6,NA,36
"ST200412","B",3,2020-05-26,1,NA,NA,NA,NA,3,68,1,NA,33
"ST200413","B",3,2020-05-26,NA,NA,NA,NA,1,NA,78,2,NA,18
"ST200414","B",3,2020-05-26,NA,NA,NA,NA,3,1,43,3,NA,32
"ST200415","B",3,2020-05-26,1,NA,NA,NA,NA,2,57,3,NA,9
"ST200531","A",3,2020-06-15,6,2,NA,NA,1,5,78,12,NA,11
"ST200532","A",3,2020-06-15,7,2,NA,NA,3,2,41,4,NA,2
"ST200533","A",3,2020-06-15,9,11,NA,NA,1,3,38,15,NA,9
"ST200534","A",3,2020-06-15,9,7,1,NA,2,NA,63,5,NA,3
"ST200535","A",3,2020-06-15,11,3,1,NA,NA,4,58,4,NA,6
"ST200531","B",3,2020-06-15,4,5,NA,NA,3,NA,56,10,NA,4
"ST200532","B",3,2020-06-15,13,3,NA,NA,2,1,40,3,NA,11
"ST200533","B",3,2020-06-15,9,12,NA,NA,3,1,17,2,1,10
"ST200534","B",3,2020-06-15,17,3,NA,NA,2,2,39,6,NA,4
"ST200535","B",3,2020-06-15,3,1,NA,NA,1,3,44,5,NA,9
"ST200571","A",3,2020-06-22,12,29,6,NA,7,10,62,14,NA,9
"ST200572","A",3,2020-06-22,11,20,6,NA,6,15,59,6,NA,20
"ST200573","A",3,2020-06-22,10,11,NA,NA,7,8,56,21,NA,16
"ST200574","A",3,2020-06-22,6,13,2,NA,4,10,28,6,NA,16
"ST200575","A",3,2020-06-22,1,20,1,NA,NA,13,33,16,NA,8
"ST200571","B",3,2020-06-22,8,15,6,NA,6,7,24,17,NA,11
"ST200572","B",3,2020-06-22,8,10,2,NA,4,11,34,9,NA,6
"ST200573","B",3,2020-06-22,3,19,3,NA,1,13,22,8,NA,10
"ST200574","B",3,2020-06-22,6,14,NA,NA,4,15,52,20,NA,25
"ST200575","B",3,2020-06-22,7,23,1,NA,5,9,26,38,NA,11
"ST200611","A",3,2020-06-29,6,1,1,NA,2,1,27,3,NA,9
"ST200612","A",3,2020-06-29,4,10,1,1,2,3,20,7,NA,13
"ST200613","A",3,2020-06-29,1,1,NA,NA,3,5,19,1,NA,17
"ST200614","A",3,2020-06-29,5,6,2,NA,1,4,21,1,2,16
"ST200615","A",3,2020-06-29,7,5,NA,NA,3,2,25,6,1,6
"ST200611","B",3,2020-06-29,2,1,3,NA,NA,1,19,NA,NA,13
"ST200612","B",3,2020-06-29,4,6,1,NA,NA,5,18,4,NA,11
"ST200613","B",3,2020-06-29,4,3,1,NA,1,4,19,4,NA,7
"ST200614","B",3,2020-06-29,3,1,4,NA,NA,4,20,NA,NA,14
"ST200615","B",3,2020-06-29,2,3,NA,NA,1,6,23,1,1,11
"ST200691","A",3,2020-07-03,2,0,0,0,0,0,6,2,0,0
"ST200692","A",3,2020-07-03,3,0,1,0,0,2,6,0,0,3
"ST200693","A",3,2020-07-03,1,0,0,0,0,4,2,1,0,1
"ST200694","A",3,2020-07-03,3,8,0,0,0,2,8,4,0,9
"ST200695","A",3,2020-07-03,0,0,0,0,0,0,0,0,0,1
"ST200691","B",3,2020-07-03,8,0,0,0,0,5,2,0,0,0
"ST200692","B",3,2020-07-03,12,0,0,0,0,3,2,0,0,3
"ST200693","B",3,2020-07-03,1,0,0,0,0,0,10,0,0,8
"ST200694","B",3,2020-07-03,5,5,0,0,2,4,9,1,0,2
"ST200695","B",3,2020-07-03,1,0,0,0,0,0,2,0,0,0
"ST200651","A",3,2020-07-06,5,3,NA,NA,2,1,13,1,2,5
"ST200652","A",3,2020-07-06,5,2,3,NA,NA,1,35,2,4,8
"ST200653","A",3,2020-07-06,8,1,1,NA,1,2,16,7,NA,7
"ST200654","A",3,2020-07-06,2,4,1,NA,3,2,17,6,NA,9
"ST200655","A",3,2020-07-06,4,NA,NA,NA,1,1,9,5,NA,10
"ST200651","B",3,2020-07-06,8,5,NA,NA,3,1,19,2,3,8
"ST200652","B",3,2020-07-06,5,2,2,NA,NA,5,10,1,1,12
"ST200653","B",3,2020-07-06,6,2,2,NA,NA,3,8,1,NA,6
"ST200654","B",3,2020-07-06,3,5,1,NA,NA,2,8,4,NA,5
"ST200655","B",3,2020-07-06,6,4,NA,NA,NA,2,24,3,NA,15
"ST200731","A",3,2020-07-20,3,1,3,NA,NA,4,20,2,NA,7
"ST200732","A",3,2020-07-20,1,4,NA,NA,1,3,32,7,NA,8
"ST200733","A",3,2020-07-20,1,1,NA,NA,3,1,15,2,1,3
"ST200734","A",3,2020-07-20,3,1,2,NA,NA,3,15,NA,NA,9
"ST200735","A",3,2020-07-20,1,3,NA,NA,NA,3,28,4,NA,8
"ST200731","B",3,2020-07-20,6,2,4,NA,1,4,25,2,NA,3
"ST200732","B",3,2020-07-20,5,1,1,NA,2,2,28,1,NA,4
"ST200733","B",3,2020-07-20,5,1,NA,NA,NA,6,23,4,NA,14
"ST200734","B",3,2020-07-20,6,2,3,NA,1,3,26,2,NA,12
"ST200735","B",3,2020-07-20,3,2,2,NA,NA,4,25,5,NA,6
"ST200771","A",3,2020-07-27,2,2,1,NA,NA,4,58,1,NA,9
"ST200772","A",3,2020-07-27,3,2,NA,NA,NA,2,25,3,NA,10
"ST200773","A",3,2020-07-27,3,2,2,NA,NA,1,23,NA,NA,17
"ST200774","A",3,2020-07-27,1,NA,2,NA,3,4,14,2,NA,8
"ST200775","A",3,2020-07-27,NA,2,NA,NA,NA,3,22,8,NA,5
"ST200771","B",3,2020-07-27,2,NA,NA,NA,NA,5,14,3,NA,9
"ST200772","B",3,2020-07-27,2,3,2,NA,1,3,19,2,NA,6
"ST200773","B",3,2020-07-27,6,2,5,NA,NA,7,32,3,NA,14
"ST200774","B",3,2020-07-27,4,NA,2,NA,1,4,33,1,NA,33
"ST200775","B",3,2020-07-27,3,1,2,NA,2,5,24,3,NA,14
"ST200811","A",3,2020-08-03,2,4,0,0,1,1,32,1,0,12
"ST200812","A",3,2020-08-03,0,2,0,0,0,2,12,1,0,23
"ST200813","A",3,2020-08-03,0,1,1,0,0,3,27,0,0,10
"ST200814","A",3,2020-08-03,1,4,0,0,1,8,32,1,0,20
"ST200815","A",3,2020-08-03,1,4,0,0,1,1,29,1,0,18
"ST200811","B",3,2020-08-03,2,5,0,0,2,2,17,5,0,18
"ST200812","B",3,2020-08-03,5,1,1,0,2,10,49,3,0,48
"ST200813","B",3,2020-08-03,1,2,1,0,0,1,23,0,0,11
"ST200814","B",3,2020-08-03,1,2,2,0,2,2,18,2,0,26
"ST200815","B",3,2020-08-03,6,9,0,0,0,9,15,2,0,13
"ST200851","A",3,2020-08-10,6,1,4,NA,NA,2,23,1,NA,29
"ST200852","A",3,2020-08-10,3,1,1,NA,2,NA,30,2,NA,23
"ST200853","A",3,2020-08-10,3,NA,NA,NA,NA,4,15,NA,NA,33
"ST200854","A",3,2020-08-10,3,4,NA,NA,1,2,39,7,NA,19
"ST200855","A",3,2020-08-10,3,1,3,NA,1,3,28,3,NA,13
"ST200851","B",3,2020-08-10,5,NA,NA,NA,1,1,24,2,NA,30
"ST200852","B",3,2020-08-10,2,2,1,NA,1,1,21,3,NA,15
"ST200853","B",3,2020-08-10,4,1,NA,NA,2,5,19,4,NA,27
"ST200854","B",3,2020-08-10,3,1,NA,NA,1,2,27,NA,NA,17
"ST200855","B",3,2020-08-10,NA,2,NA,NA,1,3,18,2,NA,7
"ST200891","A",3,2020-08-17,NA,1,NA,NA,NA,3,7,NA,NA,14
"ST200892","A",3,2020-08-17,NA,2,NA,NA,NA,2,15,NA,NA,15
"ST200893","A",3,2020-08-17,NA,3,NA,NA,4,4,7,NA,NA,7
"ST200894","A",3,2020-08-17,7,NA,NA,NA,NA,5,11,NA,NA,21
"ST200895","A",3,2020-08-17,NA,NA,NA,NA,1,1,10,NA,NA,11
"ST200891","B",3,2020-08-17,NA,3,NA,NA,NA,3,11,NA,NA,35
"ST200892","B",3,2020-08-17,1,3,NA,NA,NA,6,12,NA,NA,7
"ST200893","B",3,2020-08-17,2,4,NA,NA,4,3,10,NA,NA,11
"ST200894","B",3,2020-08-17,NA,NA,NA,NA,NA,6,10,NA,NA,6
"ST200895","B",3,2020-08-17,6,2,NA,NA,1,9,11,NA,NA,3
"ST200931","A",3,2020-08-24,3,2,NA,NA,NA,NA,19,NA,NA,14
"ST200932","A",3,2020-08-24,1,NA,NA,NA,1,NA,12,NA,NA,18
"ST200933","A",3,2020-08-24,NA,NA,NA,NA,2,2,6,NA,NA,6
"ST200934","A",3,2020-08-24,NA,NA,NA,NA,NA,5,10,NA,NA,13
"ST200935","A",3,2020-08-24,1,1,NA,NA,NA,5,8,NA,NA,15
"ST200931","B",3,2020-08-24,1,NA,NA,NA,NA,1,8,NA,NA,4
"ST200932","B",3,2020-08-24,NA,NA,NA,NA,NA,1,7,NA,NA,10
"ST200933","B",3,2020-08-24,2,NA,NA,NA,NA,6,9,NA,NA,15
"ST200934","B",3,2020-08-24,2,NA,NA,NA,1,NA,8,NA,NA,5
"ST200935","B",3,2020-08-24,NA,NA,NA,NA,1,2,14,NA,NA,11
"ST201051","A",3,2020-09-14,NA,NA,NA,NA,NA,1,8,NA,NA,1
"ST201052","A",3,2020-09-14,NA,NA,NA,NA,NA,1,5,NA,NA,12
"ST201053","A",3,2020-09-14,NA,1,NA,NA,NA,NA,5,NA,NA,10
"ST201054","A",3,2020-09-14,NA,NA,NA,NA,NA,NA,5,NA,NA,10
"ST201055","A",3,2020-09-14,6,1,NA,NA,NA,2,10,NA,NA,13
"ST201051","B",3,2020-09-14,2,2,1,NA,NA,NA,NA,NA,NA,2
"ST201052","B",3,2020-09-14,2,NA,NA,NA,NA,2,6,NA,NA,7
"ST201053","B",3,2020-09-14,2,NA,NA,NA,NA,1,5,NA,NA,4
"ST201054","B",3,2020-09-14,1,1,NA,NA,NA,NA,4,NA,NA,13
"ST201055","B",3,2020-09-14,3,NA,NA,NA,NA,1,2,NA,NA,7
"ST201091","A",3,2020-09-21,6,NA,2,NA,NA,NA,14,NA,NA,22
"ST201092","A",3,2020-09-21,4,NA,NA,NA,NA,2,57,NA,NA,19
"ST201093","A",3,2020-09-21,NA,NA,NA,NA,NA,NA,13,NA,NA,14
"ST201094","A",3,2020-09-21,8,NA,NA,NA,NA,1,27,NA,NA,21
"ST201095","A",3,2020-09-21,NA,NA,NA,NA,NA,1,11,NA,NA,9
"ST201091","B",3,2020-09-21,5,NA,NA,NA,NA,NA,3,NA,NA,9
"ST201092","B",3,2020-09-21,2,NA,NA,NA,NA,NA,14,NA,NA,2
"ST201093","B",3,2020-09-21,2,NA,NA,NA,NA,NA,7,NA,NA,9
"ST201094","B",3,2020-09-21,4,1,NA,NA,NA,1,5,NA,NA,4
"ST201095","B",3,2020-09-21,4,1,NA,NA,NA,NA,5,NA,NA,9
"ST201131","A",3,2020-09-28,3,NA,1,NA,NA,1,18,1,NA,15
"ST201132","A",3,2020-09-28,6,1,NA,NA,NA,NA,17,NA,NA,10
"ST201133","A",3,2020-09-28,3,1,NA,NA,NA,1,56,NA,NA,8
"ST201134","A",3,2020-09-28,4,NA,NA,NA,NA,3,100,NA,NA,34
"ST201135","A",3,2020-09-28,1,1,NA,NA,NA,NA,17,NA,NA,14
"ST201131","B",3,2020-09-28,2,NA,NA,NA,NA,1,14,NA,NA,14
"ST201132","B",3,2020-09-28,5,NA,NA,NA,1,NA,35,NA,NA,31
"ST201133","B",3,2020-09-28,8,NA,NA,NA,NA,NA,13,NA,NA,9
"ST201134","B",3,2020-09-28,2,1,NA,NA,NA,NA,7,NA,NA,10
"ST201135","B",3,2020-09-28,2,NA,NA,NA,NA,2,19,NA,NA,12
"ST201171","A",3,2020-10-05,3,NA,NA,NA,NA,1,46,NA,NA,14
"ST201172","A",3,2020-10-05,NA,1,NA,NA,NA,NA,2,NA,NA,9
"ST201173","A",3,2020-10-05,1,NA,NA,NA,NA,NA,41,NA,NA,10
"ST201174","A",3,2020-10-05,4,NA,NA,NA,NA,NA,8,NA,NA,8
"ST201175","A",3,2020-10-05,1,NA,NA,NA,NA,NA,15,NA,NA,8
"ST201171","B",3,2020-10-05,NA,NA,NA,NA,NA,1,13,NA,NA,6
"ST201172","B",3,2020-10-05,1,NA,NA,NA,NA,NA,10,NA,NA,14
"ST201173","B",3,2020-10-05,NA,NA,NA,NA,NA,1,15,NA,NA,1
"ST201174","B",3,2020-10-05,NA,NA,NA,NA,1,NA,9,NA,NA,6
"ST201175","B",3,2020-10-05,1,NA,NA,NA,NA,1,5,NA,NA,13
"ST201211","A",3,2020-10-12,1,NA,NA,NA,NA,NA,9,NA,NA,7
"ST201212","A",3,2020-10-12,NA,NA,NA,NA,NA,1,2,NA,NA,3
"ST201213","A",3,2020-10-12,NA,NA,NA,NA,NA,1,2,NA,NA,5
"ST201214","A",3,2020-10-12,10,NA,NA,NA,NA,3,14,NA,NA,14
"ST201215","A",3,2020-10-12,NA,NA,NA,NA,NA,1,12,NA,NA,11
"ST201211","B",3,2020-10-12,4,NA,NA,NA,NA,NA,27,NA,NA,13
"ST201212","B",3,2020-10-12,1,NA,NA,NA,NA,NA,2,NA,NA,4
"ST201213","B",3,2020-10-12,1,NA,NA,NA,NA,NA,11,1,NA,10
"ST201214","B",3,2020-10-12,5,NA,NA,NA,NA,NA,3,NA,NA,4
"ST201215","B",3,2020-10-12,4,NA,NA,NA,NA,3,3,NA,NA,3
"ST201251","A",3,2020-10-19,3,NA,NA,NA,NA,NA,8,NA,NA,12
"ST201252","A",3,2020-10-19,NA,NA,NA,NA,NA,NA,5,NA,NA,2
"ST201253","A",3,2020-10-19,1,NA,NA,NA,NA,NA,8,NA,NA,3
"ST201254","A",3,2020-10-19,1,NA,NA,NA,NA,1,3,NA,NA,1
"ST201255","A",3,2020-10-19,3,NA,NA,NA,NA,NA,3,NA,NA,6
"ST201251","B",3,2020-10-19,5,NA,NA,NA,NA,1,2,NA,NA,17
"ST201252","B",3,2020-10-19,NA,NA,NA,NA,NA,NA,4,NA,NA,2
"ST201253","B",3,2020-10-19,1,NA,NA,NA,NA,2,4,NA,NA,1
"ST201254","B",3,2020-10-19,NA,NA,NA,NA,NA,NA,19,NA,NA,5
"ST201255","B",3,2020-10-19,NA,NA,NA,NA,NA,NA,5,NA,NA,6
"ST201291","A",3,2020-10-26,5,NA,NA,NA,NA,NA,5,NA,NA,3
"ST201292","A",3,2020-10-26,1,NA,NA,NA,NA,4,7,NA,NA,6
"ST201293","A",3,2020-10-26,15,NA,NA,NA,NA,NA,8,NA,NA,22
"ST201294","A",3,2020-10-26,4,NA,NA,NA,NA,NA,2,NA,NA,2
