Sample ID,Side/ Trap #,Watershed,Date,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Caddisfly_Small,Other_Small,,month,day, year
,10,5,8/13/2018,1,,1,,1,6,15,1,,,,8,13,2018
,1,5,8/20/2018,,,,,,,10,,,1,,8,20,2018
,2,5,8/20/2018,,,1,,,4,15,,,1,,8,20,2018
,3,5,8/20/2018,,,2,,,2,5,,,3,,8,20,2018
,4,5,8/20/2018,,,,,,2,13,3,,3,,8,20,2018
,5,5,8/20/2018,,,,,,1,20,,,6,,8,20,2018
,6,5,8/20/2018,,1,,,,,19,,,1,,8,20,2018
,7,5,8/20/2018,,,,,,2,15,,,6,,8,20,2018
,8,5,8/20/2018,1,,,,,3,8,,,4,,8,20,2018
,9,5,8/20/2018,1,,1,,1,,11,,,4,,8,20,2018
,10,5,8/20/2018,1,,,,,,9,2,,,,8,20,2018
,1,5,8/27/2018,,2,,,,,12,,,3,,8,27,2018
,2,5,8/27/2018,2,,1,,,1,21,,,2,,8,27,2018
,3,5,8/27/2018,1,,,,,2,10,2,,1,,8,27,2018
,4,5,8/27/2018,1,,,,2,,3,1,,3,,8,27,2018
,5,5,8/27/2018,,,,,,,8,2,,,,8,27,2018
,6,5,8/27/2018,1,,4,,,1,5,3,,,,8,27,2018
,7,5,8/27/2018,2,,2,,,,5,,,,,8,27,2018
,8,5,8/27/2018,,,1,,2,3,7,1,,3,,8,27,2018
,9,5,8/27/2018,,,1,,,1,6,,,1,,8,27,2018
,10,5,8/27/2018,,,,,,1,6,,,1,,8,27,2018
,1,5,7/2/2018,1,,,,,4,43,3,,4,,7,2,2018
,2,5,7/2/2018,,1,1,,,4,22,,,9,,7,2,2018
,3,5,7/2/2018,2,,,,,3,159,1,,7,,7,2,2018
,4,5,7/2/2018,,,,,,2,76,2,,10,,7,2,2018
,5,5,7/2/2018,,1,2,,1,,31,3,,10,,7,2,2018
,6,5,7/2/2018,3,,6,,,2,79,1,,14,,7,2,2018
,7,5,7/2/2018,1,,3,,,4,57,1,,9,,7,2,2018
,8,5,7/2/2018,2,2,,,,,25,3,,12,,7,2,2018
,9,5,7/2/2018,2,,,,,3,60,7,,10,,7,2,2018
,10,5,7/2/2018,,,1,,,,89,1,,3,,7,2,2018
,1,5,7/9/2018,1,,2,,,3,41,5,,22,,7,9,2018
,2,5,7/9/2018,4,1,,,,1,27,1,,12,,7,9,2018
,3,5,7/9/2018,6,2,2,,,10,24,7,1,14,,7,9,2018
,4,5,7/9/2018,2,1,1,,,2,17,,,13,,7,9,2018
,5,5,7/9/2018,7,,5,,1,3,54,,1,21,,7,9,2018
,6,5,7/9/2018,1,,5,,1,5,33,2,,10,,7,9,2018
,7,5,7/9/2018,3,,1,,1,8,42,3,,18,,7,9,2018
,8,5,7/9/2018,3,,2,,,1,57,4,1,20,,7,9,2018
,9,5,7/9/2018,7,1,,,,4,29,4,,17,,7,9,2018
,10,5,7/9/2018,3,,2,,1,2,41,1,,8,,7,9,2018
,1,5,7/16/2018,1,,,,1,10,58,3,,6,,7,16,2018
,2,5,7/16/2018,7,,2,,,4,41,3,,12,,7,16,2018
,3,5,7/16/2018,5,1,1,,,1,32,1,,11,,7,16,2018
,4,5,7/16/2018,4,,,,,4,19,3,,9,,7,16,2018
,5,5,7/16/2018,5,2,1,,,5,24,4,,15,,7,16,2018
,6,5,7/16/2018,2,2,4,,,4,46,5,,10,,7,16,2018
,7,5,7/16/2018,13,1,4,,1,3,44,5,1,12,,7,16,2018
,8,5,7/16/2018,1,1,2,,,3,23,2,,9,,7,16,2018
,9,5,7/16/2018,5,1,3,,1,4,27,7,,13,,7,16,2018
,10,5,7/16/2018,4,2,1,,,4,9,2,,4,,7,16,2018
,1,5,7/23/2018,2,,,,1,1,23,,,11,,7,23,2018
,2,5,7/23/2018,2,1,,,,3,20,4,,9,,7,23,2018
,3,5,7/23/2018,,,,,,,7,,,8,,7,23,2018
,4,5,7/23/2018,,,,,,,9,,,7,,7,23,2018
,5,5,7/23/2018,,,,,,,,,,14,,7,23,2018
,6,5,7/23/2018,,,,,,2,,,,8,,7,23,2018
,1,5,7/30/2018,3,1,1,,1,1,36,,,7,,7,30,2018
,2,5,7/30/2018,2,,,,,1,8,2,,4,,7,30,2018
,3,5,7/30/2018,,,,,1,,20,,,3,,7,30,2018
,4,5,7/30/2018,,,,,,2,9,1,,3,,7,30,2018
,5,5,7/30/2018,1,,1,,5,3,28,1,,4,,7,30,2018
,6,5,7/30/2018,,,3,,4,,10,,,2,,7,30,2018
,7,5,7/30/2018,1,,,,1,3,44,,,3,,7,30,2018
,8,5,7/30/2018,,1,,,1,,19,4,,3,,7,30,2018
,9,5,7/30/2018,,,,,,2,8,2,,2,,7,30,2018
,10,5,7/30/2018,,,,,,6,10,,,5,,7,30,2018
ST191101,A,5,10/7/2019,8,,1,,,,6,2,,5,,10,7,2019
ST191101,B,5,10/7/2019,2,,,,,,8,2,,3,,10,7,2019
ST191102,A,5,10/7/2019,3,,,,,,11,2,,,,10,7,2019
ST191102,B,5,10/7/2019,,,,,,,2,10,,,,10,7,2019
ST191103,A,5,10/7/2019,6,,,,,,10,1,,2,,10,7,2019
ST191103,B,5,10/7/2019,1,,,,,1,5,,,2,,10,7,2019
ST191104,A,5,10/7/2019,3,,,,,,12,2,,1,,10,7,2019
ST191104,B,5,10/7/2019,1,,,,,,5,,,,,10,7,2019
ST191105,A,5,10/7/2019,1,,,,,,6,,,2,,10,7,2019
ST191105,B,5,10/7/2019,4,1,,,,,9,,,5,,10,7,2019
ST191141,A,5,10/15/2019,3,2,,,,,24,1,,5,,10,15,2019
ST191141,B,5,10/15/2019,3,,,,,3,23,3,,4,,10,15,2019
ST191142,A,5,10/15/2019,,1,,,,1,16,3,,3,,10,15,2019
ST191142,B,5,10/15/2019,,,,,,1,14,1,,2,,10,15,2019
ST191143,A,5,10/15/2019,1,,,,,4,25,3,,5,,10,15,2019
ST191143,B,5,10/15/2019,1,,,,,2,11,1,,4,,10,15,2019
ST191144,A,5,10/15/2019,1,1,,,,1,29,1,,5,,10,15,2019
ST191144,B,5,10/15/2019,,,,,,4,10,,,3,,10,15,2019
ST191145,A,5,10/15/2019,1,,,,,3,24,2,,2,,10,15,2019
ST191145,B,5,10/15/2019,,,,,,2,28,5,,7,,10,15,2019
ST191181,A,5,10/21/2019,8,1,,,,,12,4,,2,,10,21,2019
ST191181,B,5,10/21/2019,3,,,,,,18,2,,3,,10,21,2019
ST191182,A,5,10/21/2019,14,,,,,,43,4,,2,,10,21,2019
ST191182,B,5,10/21/2019,4,,,,,,10,1,,,,10,21,2019
ST191183,A,5,10/21/2019,,,,,,,7,2,,1,,10,21,2019
ST191183,B,5,10/21/2019,1,,,,,,11,,,1,,10,21,2019
ST191184,A,5,10/21/2019,16,,,,,,82,4,,3,,10,21,2019
ST191184,B,5,10/21/2019,14,,,,,,27,,,2,,10,21,2019
ST191185,A,5,10/21/2019,9,,,,,,12,3,,4,,10,21,2019
ST191185,B,5,10/21/2019,2,,,,,,7,,,1,,10,21,2019
ST200646,A,2,7/6/2020,1,1,,,,3,9,15,,16,,7,6,2020
ST200646,B,2,7/6/2020,2,,,,1,2,5,5,,5,,7,6,2020
ST200647,A,2,7/6/2020,,,,,,,2,,,1,,7,6,2020
ST200647,B,2,7/6/2020,,3,,,,1,3,2,,2,,7,6,2020
ST200648,A,2,7/6/2020,3,1,,,,1,6,4,,5,,7,6,2020
ST200648,B,2,7/6/2020,3,,,,,,8,2,,4,,7,6,2020
ST200649,A,2,7/6/2020,4,,,,,,12,10,,11,,7,6,2020
ST200649,B,2,7/6/2020,12,1,1,,,2,6,15,,13,,7,6,2020
ST200650,A,2,7/6/2020,3,2,,,3,1,10,8,,23,,7,6,2020
ST200650,B,2,7/6/2020,,,,,,1,15,6,,9,,7,6,2020
ST191221,A,5,10/28/2019,8,,1,,,,30,3,,2,,10,28,2019
ST191221,B,5,10/28/2019,5,,,,,,56,6,,9,,10,28,2019
ST191222,A,5,10/28/2019,2,,,,,,43,7,,4,,10,28,2019
ST191222,B,5,10/28/2019,1,,,,,,15,,,8,,10,28,2019
ST191223,A,5,10/28/2019,,1,,,,,40,4,,6,,10,28,2019
ST191223,B,5,10/28/2019,2,1,,,,,39,8,,12,,10,28,2019
ST191224,A,5,10/28/2019,1,1,,,,1,18,1,,7,,10,28,2019
ST191224,B,5,10/28/2019,7,,,,,,36,5,,9,,10,28,2019
ST191225,A,5,10/28/2019,3,,,,,,29,2,,4,,10,28,2019
ST191225,B,5,10/28/2019,1,,,,,,20,,,3,,10,28,2019
,1,5,6/4/2018,,3,,,,4,50,8,,8,,6,4,2018
,2,5,6/4/2018,1,3,,,,6,77,3,,5,,6,4,2018
,3,5,6/4/2018,3,,1,,,6,118,8,,8,,6,4,2018
,4,5,6/4/2018,1,3,,,,6,83,4,1,9,,6,4,2018
,5,5,6/4/2018,,1,,,,4,186,7,1,6,,6,4,2018
,6,5,6/4/2018,,1,,,1,1,73,1,,11,,6,4,2018
,7,5,6/4/2018,2,,,,,1,196,2,1,9,,6,4,2018
,8,5,6/4/2018,,,,,,1,74,3,,,,6,4,2018
,9,5,6/4/2018,,1,,,,2,222,4,,5,,6,4,2018
,10,5,6/4/2018,,,,,,,97,1,,9,,6,4,2018
ST200486,A,2,6/8/2020,1,,,,,5,16,7,,6,,6,8,2020
ST200486,B,2,6/8/2020,,2,,,1,,54,9,,14,,6,8,2020
ST200487,A,2,6/8/2020,1,,,,,1,33,5,,6,,6,8,2020
ST200487,B,2,6/8/2020,1,4,,,1,3,32,5,,26,,6,8,2020
ST200488,A,2,6/8/2020,9,1,,,,2,78,,,30,,6,8,2020
ST200488,B,2,6/8/2020,,,,,1,,5,3,,3,,6,8,2020
ST200489,A,2,6/8/2020,1,1,,,2,,33,6,,15,,6,8,2020
ST200489,B,2,6/8/2020,2,1,,,,4,59,7,,26,,6,8,2020
ST200490,A,2,6/8/2020,1,1,,,1,,52,2,,19,,6,8,2020
ST200490,B,2,6/8/2020,,,,,,,37,,,15,,6,8,2020
,1,5,6/11/2018,1,3,,,,1,52,3,,,,6,11,2018
,2,5,6/11/2018,4,1,,,,,44,3,1,3,,6,11,2018
,3,5,6/11/2018,1,1,,,,4,68,4,,12,,6,11,2018
,4,5,6/11/2018,3,,,,,3,52,2,,2,,6,11,2018
,5,5,6/11/2018,,,,,,2,36,7,,4,,6,11,2018
,6,5,6/11/2018,1,4,,,,1,37,6,,8,,6,11,2018
,7,5,6/11/2018,3,2,,,,4,69,6,,2,,6,11,2018
,8,5,6/11/2018,1,,,,,4,66,3,,4,,6,11,2018
,9,5,6/11/2018,,3,1,,,1,48,3,,2,,6,11,2018
,10,5,6/11/2018,1,2,,,,1,32,3,,1,,6,11,2018
ST191021,A,5,9/23/2019,,2,,,1,,6,,,,,9,23,2019
ST191021,B,5,9/23/2019,,2,,,,1,5,,,,,9,23,2019
ST191022,A,5,9/23/2019,1,1,,,1,,3,1,,9,,9,23,2019
ST191022,B,5,9/23/2019,1,,,,1,3,3,,,,,9,23,2019
ST191023,A,5,9/23/2019,2,4,,,,1,1,4,,5,,9,23,2019
ST191023,B,5,9/23/2019,2,1,1,,,1,7,1,,9,,9,23,2019
ST191024,A,5,9/23/2019,3,,,,1,,8,,,3,,9,23,2019
ST191024,B,5,9/23/2019,2,,,,4,2,5,5,,1,,9,23,2019
ST191025,A,5,9/23/2019,,,,,,2,11,2,,4,,9,23,2019
ST191025,B,5,9/23/2019,1,2,,,,,3,,,4,,9,23,2019
ST191061,A,5,9/30/2019,,,,,,,6,1,,7,,9,30,2019
ST191061,B,5,9/30/2019,1,,,,,1,8,1,,3,,9,30,2019
ST191062,A,5,9/30/2019,1,,,,,1,11,3,,4,,9,30,2019
ST191062,B,5,9/30/2019,,,,,,,8,4,,1,,9,30,2019
ST191063,A,5,9/30/2019,,1,,,,,9,4,,1,,9,30,2019
ST191063,B,5,9/30/2019,,3,,,,,9,,,2,,9,30,2019
ST191064,A,5,9/30/2019,1,,,,,,5,3,,2,,9,30,2019
ST191064,B,5,9/30/2019,,,,,,2,9,3,,1,,9,30,2019
ST191065,A,5,9/30/2019,,,,,1,,14,2,,1,,9,30,2019
ST191065,B,5,9/30/2019,1,,,,,,11,2,,2,,9,30,2019
ST201346,A,6,11/2/2020,2,,,,,,17,,,,,11,2,2020
ST201346,B,6,11/2/2020,1,,,,,,9,,,,,11,2,2020
ST201347,A,6,11/2/2020,1,,,,,,7,,,,,11,2,2020
ST201347,B,6,11/2/2020,1,,,,,,7,,,,,11,2,2020
ST201348,A,6,11/2/2020,1,1,,,,,4,,,,,11,2,2020
ST201348,B,6,11/2/2020,1,,,,,,6,,,,,11,2,2020
ST201349,A,6,11/2/2020,,,,,,,5,,,,,11,2,2020
ST201349,B,6,11/2/2020,2,1,,,,,3,3,,,,11,2,2020
ST201350,A,6,11/2/2020,,,,,,,5,,,,,11,2,2020
ST201350,B,6,11/2/2020,,,,,,,9,,,,,11,2,2020
ST201386,A,6,11/9/2020,1,,,,,,22,12,,6,,11,9,2020
ST201386,B,6,11/9/2020,,,,,,,14,1,,4,,11,9,2020
ST201426,A,6,11/16/2020,,,,,,,8,,,2,,11,16,2020
ST201426,B,6,11/16/2020,1,,,,,,11,4,,4,,11,16,2020
ST201466,A,6,11/22/2020,,,,,,,2,,,,,11,22,2020
ST201466,B,6,11/22/2020,,,,,,,1,,,,,11,22,2020
ST201506,A,6,11/30/2020,2,,,,,,4,,,,,11,30,2020
ST201506,B,6,11/30/2020,1,,,,,,,,,,,11,30,2020
ST201186,A,6,10/5/2020,1,,,,,,11,4,,3,,10,5,2020
ST201186,B,6,10/5/2020,,,,,,1,6,,,4,,10,5,2020
ST201187,A,6,10/5/2020,,,,,,,15,1,,6,,10,5,2020
ST201187,B,6,10/5/2020,,,,,,,10,2,,2,,10,5,2020
ST201188,A,6,10/5/2020,,,,,,1,2,1,,2,,10,5,2020
ST201188,B,6,10/5/2020,,,,,,,8,,,2,,10,5,2020
ST201189,A,6,10/5/2020,,,,,,,7,,,3,,10,5,2020
ST201189,B,6,10/5/2020,1,1,,,,,16,2,,1,,10,5,2020
ST201190,A,6,10/5/2020,,,,,,,12,2,,4,,10,5,2020
ST201190,B,6,10/5/2020,,,,,,,7,,,4,,10,5,2020
ST201226,A,6,10/12/2020,,3,,,,,8,,,2,,10,12,2020
ST201226,B,6,10/12/2020,1,,,,,,12,4,,3,,10,12,2020
ST201227,A,6,10/12/2020,1,,,,,,25,7,,6,,10,12,2020
ST201227,B,6,10/12/2020,2,,,,,,15,1,,2,,10,12,2020
ST201228,A,6,10/12/2020,1,1,,,,,9,2,,,,10,12,2020
ST201228,B,6,10/12/2020,2,,,,,,14,4,,2,,10,12,2020
ST201229,A,6,10/12/2020,,,,,,1,3,1,,,,10,12,2020
ST201229,B,6,10/12/2020,,1,,,,,11,5,,3,,10,12,2020
ST201230,A,6,10/12/2020,2,,,,,,33,,,3,,10,12,2020
ST201230,B,6,10/12/2020,,1,,,,,4,1,,,,10,12,2020
ST201266,A,6,10/19/2020,1,,,,,,3,,,,,10,19,2020
ST201266,B,6,10/19/2020,3,,,,,,20,,,1,,10,19,2020
ST201267,A,6,10/19/2020,3,1,,,,,8,1,,3,,10,19,2020
ST201267,B,6,10/19/2020,1,,,,,,15,3,,4,,10,19,2020
ST201268,A,6,10/19/2020,,,,,,,12,,,1,,10,19,2020
ST201268,B,6,10/19/2020,2,,,,,,11,,,4,,10,19,2020
ST201269,A,6,10/19/2020,1,,,,,,7,,,1,,10,19,2020
ST201269,B,6,10/19/2020,,,,,,,18,3,,2,,10,19,2020
ST201270,A,6,10/19/2020,,1,,,,,10,4,,,,10,19,2020
ST201270,B,6,10/19/2020,1,,,,,,9,1,,2,,10,19,2020
ST201306,A,6,10/26/2020,2,1,,,,,8,1,,4,,10,26,2020
ST201306,B,6,10/26/2020,,,,,,,11,3,,2,,10,26,2020
ST201307,A,6,10/26/2020,2,,,,,1,2,3,,4,,10,26,2020
ST201307,B,6,10/26/2020,,,,,,,14,2,,9,,10,26,2020
ST201308,A,6,10/26/2020,,1,,,,,13,4,,2,,10,26,2020
ST201308,B,6,10/26/2020,2,,,,,,7,1,,4,,10,26,2020
ST201309,A,6,10/26/2020,1,,,,,,15,1,,6,,10,26,2020
ST201309,B,6,10/26/2020,2,2,,,,,12,2,,3,,10,26,2020
ST201310,A,6,10/26/2020,2,,,,,,26,4,,9,,10,26,2020
ST201310,B,6,10/26/2020,,,,,,,13,6,,9,,10,26,2020
ST200811,A,3,8/3/2020,2,4,0,0,1,1,32,1,0,12,,8,3,2020
ST200811,B,3,8/3/2020,2,5,0,0,2,2,17,5,0,18,,8,3,2020
ST200812,A,3,8/3/2020,0,2,0,0,0,2,12,1,0,23,,8,3,2020
ST200812,B,3,8/3/2020,5,1,1,0,2,10,49,3,0,48,,8,3,2020
ST200813,A,3,8/3/2020,0,1,1,0,0,3,27,0,0,10,,8,3,2020
ST200813,B,3,8/3/2020,1,2,1,0,0,1,23,0,0,11,,8,3,2020
ST200814,A,3,8/3/2020,1,4,0,0,1,8,32,1,0,20,,8,3,2020
ST200814,B,3,8/3/2020,1,2,2,0,2,2,18,2,0,26,,8,3,2020
ST200815,A,3,8/3/2020,1,4,0,0,1,1,29,1,0,18,,8,3,2020
ST200815,B,3,8/3/2020,6,9,0,0,0,9,15,2,0,13,,8,3,2020
ST200691,A,3,7/3/2020,2,0,0,0,0,0,6,2,0,0,,7,3,2020
ST200691,B,3,7/3/2020,8,0,0,0,0,5,2,0,0,0,,7,3,2020
ST200692,A,3,7/3/2020,3,0,1,0,0,2,6,0,0,3,,7,3,2020
ST200692,B,3,7/3/2020,12,0,0,0,0,3,2,0,0,3,,7,3,2020
ST200693,A,3,7/3/2020,1,0,0,0,0,4,2,1,0,1,,7,3,2020
ST200693,B,3,7/3/2020,1,0,0,0,0,0,10,0,0,8,,7,3,2020
ST200694,A,3,7/3/2020,3,8,0,0,0,2,8,4,0,9,,7,3,2020
ST200694,B,3,7/3/2020,5,5,0,0,2,4,9,1,0,2,,7,3,2020
ST200695,A,3,7/3/2020,0,0,0,0,0,0,0,0,0,1,,7,3,2020
ST200695,B,3,7/3/2020,1,0,0,0,0,0,2,0,0,0,,7,3,2020
ST200726,A,2,7/20/2020,3,0,0,0,0,3,17,1,0,11,,7,20,2020
ST200726,B,2,7/20/2020,3,1,0,0,0,1,7,3,0,10,,7,20,2020
ST200727,A,2,7/20/2020,4,1,0,0,1,4,43,1,0,7,,7,20,2020
ST200727,B,2,7/20/2020,1,1,0,0,0,1,21,2,0,7,,7,20,2020
ST200728,A,2,7/20/2020,1,2,1,0,0,3,27,3,1,11,,7,20,2020
ST200728,B,2,7/20/2020,5,2,0,0,0,5,32,7,0,5,,7,20,2020
ST200729,A,2,7/20/2020,5,8,0,0,0,5,35,6,0,10,,7,20,2020
ST200729,B,2,7/20/2020,4,4,1,0,0,3,45,3,0,6,,7,20,2020
ST200730,A,2,7/20/2020,1,2,0,0,1,0,11,1,0,11,,7,20,2020
ST200730,B,2,7/20/2020,10,1,0,0,0,7,26,0,0,8,,7,20,2020
ST200606,A,2,6/29/2020,1,2,1,0,0,2,36,11,0,2,,6,29,2020
ST200606,B,2,6/29/2020,1,5,0,0,0,3,30,6,0,15,,6,29,2020
ST200607,A,2,6/29/2020,2,1,1,0,0,2,34,4,0,8,,6,29,2020
ST200607,B,2,6/29/2020,0,1,0,0,0,7,54,0,0,43,,6,29,2020
ST200608,A,2,6/29/2020,1,4,0,0,0,4,21,1,1,14,,6,29,2020
ST200608,B,2,6/29/2020,2,6,1,0,0,6,16,4,0,7,,6,29,2020
ST200609,A,2,6/29/2020,2,3,2,0,0,5,20,5,0,16,,6,29,2020
ST200609,B,2,6/29/2020,5,5,1,0,0,6,29,10,0,21,,6,29,2020
ST200610,A,2,6/29/2020,1,5,0,0,0,4,18,3,0,11,,6,29,2020
ST200610,B,2,6/29/2020,1,6,1,0,0,3,27,2,0,13,,6,29,2020
ST200906,A,6,8/17/2020,2,,,,,8,11,,,3,,8,17,2020
ST200906,B,6,8/17/2020,1,1,2,,,4,8,,,3,,8,17,2020
ST200907,A,6,8/17/2020,,2,,,,5,8,,,7,,8,17,2020
ST200907,B,6,8/17/2020,,3,,,,8,6,,,5,,8,17,2020
ST200908,A,6,8/17/2020,,1,,,,4,4,,,12,,8,17,2020
ST200908,B,6,8/17/2020,1,2,,,,13,2,,,3,,8,17,2020
ST200909,A,6,8/17/2020,,1,,,,13,5,,,4,,8,17,2020
ST200909,B,6,8/17/2020,1,1,,,,4,5,,,6,,8,17,2020
ST200910,A,6,8/17/2020,1,2,,,2,3,20,,,18,,8,17,2020
ST200910,B,6,8/17/2020,,4,,,1,4,12,,,5,,8,17,2020
ST200946,A,6,8/24/2020,,,,,,3,3,,,9,,8,24,2020
ST200946,B,6,8/24/2020,2,1,,,,5,4,,,4,,8,24,2020
ST200947,A,6,8/24/2020,,,,,,2,5,,,9,,8,24,2020
ST200947,B,6,8/24/2020,,,,,,6,3,,,6,,8,24,2020
ST200948,A,6,8/24/2020,2,,,,,1,18,,,23,,8,24,2020
ST200948,B,6,8/24/2020,1,,,,,2,11,,,9,,8,24,2020
ST200949,A,6,8/24/2020,,,,,,3,10,,,7,,8,24,2020
ST200949,B,6,8/24/2020,,2,,,1,3,1,,,7,,8,24,2020
ST200950,A,6,8/24/2020,,,,,2,3,7,,,9,,8,24,2020
ST200950,B,6,8/24/2020,,,,,1,2,8,,,6,,8,24,2020
ST200986,A,6,8/31/2020,,1,,,,4,9,,,7,,8,31,2020
ST200986,B,6,8/31/2020,,,,,,3,3,,,5,,8,31,2020
ST200987,A,6,8/31/2020,,,,,1,,4,,,6,,8,31,2020
ST200987,B,6,8/31/2020,1,1,,,1,4,2,,,2,,8,31,2020
ST200988,A,6,8/31/2020,1,2,,,,1,13,,,5,,8,31,2020
ST200988,B,6,8/31/2020,1,1,,,,,4,,,4,,8,31,2020
ST200989,A,6,8/31/2020,,2,,,,1,3,,,7,,8,31,2020
ST200989,B,6,8/31/2020,2,1,,,,4,2,,,8,,8,31,2020
ST200990,A,6,8/31/2020,,,,,1,1,23,,,19,,8,31,2020
ST200990,B,6,8/31/2020,1,1,,,,3,6,,,6,,8,31,2020
ST201026,A,6,9/8/2020,,1,,,,2,,,,6,,9,8,2020
ST201026,B,6,9/8/2020,,,,,,1,4,,,3,,9,8,2020
ST201027,A,6,9/8/2020,,,,,,2,16,,,16,,9,8,2020
ST201027,B,6,9/8/2020,,,,,,2,,,,6,,9,8,2020
ST201028,A,6,9/8/2020,1,,,,,2,2,,,3,,9,8,2020
ST201028,B,6,9/8/2020,,,,,,,3,,,3,,9,8,2020
ST201029,A,6,9/8/2020,2,1,,,,,2,,,5,,9,8,2020
ST201029,B,6,9/8/2020,,,,,,,5,,,11,,9,8,2020
ST201030,A,6,9/8/2020,,,,,,,1,,,12,,9,8,2020
ST201030,B,6,9/8/2020,1,1,,,,1,1,,,3,,9,8,2020
ST201066,A,6,9/14/2020,2,,,,,1,4,,,8,,9,14,2020
ST201066,B,6,9/14/2020,,,,,,2,4,,,5,,9,14,2020
ST201067,A,6,9/14/2020,,1,,,,1,3,,,10,,9,14,2020
ST201067,B,6,9/14/2020,,,,,,1,,,,2,,9,14,2020
ST201068,A,6,9/14/2020,,1,,,,1,1,,,1,,9,14,2020
ST201068,B,6,9/14/2020,1,,,,,1,3,,,3,,9,14,2020
ST201069,A,6,9/14/2020,,,,,,,4,,,1,,9,14,2020
ST201069,B,6,9/14/2020,,,,,,1,4,,,3,,9,14,2020
ST201070,A,6,9/14/2020,,,,,,,2,,,4,,9,14,2020
ST201070,B,6,9/14/2020,,,,,,,,,,1,,9,14,2020
ST201106,A,6,9/21/2020,,,,,,1,3,,,5,,9,21,2020
ST201106,B,6,9/21/2020,,,,,,2,7,,,9,,9,21,2020
ST201107,A,6,9/21/2020,5,,,,,,,,,,,9,21,2020
ST201107,B,6,9/21/2020,1,,,,,1,3,,,8,,9,21,2020
ST201108,A,6,9/21/2020,6,3,,,,,13,,,15,,9,21,2020
ST201108,B,6,9/21/2020,1,,,,,2,3,,,4,,9,21,2020
ST201109,A,6,9/21/2020,1,,,,,2,3,,,4,,9,21,2020
ST201109,B,6,9/21/2020,,1,,,,1,6,,,4,,9,21,2020
ST201110,A,6,9/21/2020,,,,,,2,9,,,3,,9,21,2020
ST201110,B,6,9/21/2020,,1,,,,,4,,,2,,9,21,2020
ST201146,A,6,9/28/2020,2,3,,,,1,20,,,14,,9,28,2020
ST201146,B,6,9/28/2020,1,,,,,1,4,,,6,,9,28,2020
ST201147,A,6,9/28/2020,,,,,,1,3,,,4,,9,28,2020
ST201147,B,6,9/28/2020,,,,,,1,4,,,7,,9,28,2020
ST201148,A,6,9/28/2020,,1,,,,,1,,,1,,9,28,2020
ST201148,B,6,9/28/2020,1,,,,,,12,,,11,,9,28,2020
ST201149,A,6,9/28/2020,,,,,,,6,,,10,,9,28,2020
ST201149,B,6,9/28/2020,,,,,,,1,,,1,,9,28,2020
ST201150,A,6,9/28/2020,1,1,,,,,5,,,4,,9,28,2020
ST201150,B,6,9/28/2020,,,,,,3,5,,,5,,9,28,2020
ST200856,A,4,8/10/2020,,,,,,5,5,,,14,,8,10,2020
ST200856,B,4,8/10/2020,2,,,,,3,5,,,7,,8,10,2020
ST200857,A,4,8/10/2020,4,,,,,6,8,,,9,,8,10,2020
ST200857,B,4,8/10/2020,1,1,,,,2,3,,,8,,8,10,2020
ST200858,A,4,8/10/2020,3,1,,,,4,9,,,9,,8,10,2020
ST200858,B,4,8/10/2020,,1,,,,1,7,3,,14,,8,10,2020
ST200859,A,4,8/10/2020,,2,,,,2,10,,,9,,8,10,2020
ST200859,B,4,8/10/2020,1,3,,,,5,7,,,9,,8,10,2020
ST200860,A,4,8/10/2020,4,3,,,,6,11,,,19,,8,10,2020
ST200860,B,4,8/10/2020,2,3,,,,2,10,,,10,,8,10,2020
ST200816,A,4,8/3/2020,4,2,,,,1,16,,,18,,8,3,2020
ST200816,B,4,8/3/2020,2,1,,,,2,7,,,10,,8,3,2020
ST200817,A,4,8/3/2020,4,2,,,,4,11,,,10,,8,3,2020
ST200817,B,4,8/3/2020,,2,,,,3,,,,5,,8,3,2020
ST200818,A,4,8/3/2020,5,3,,,,3,6,,,5,,8,3,2020
ST200818,B,4,8/3/2020,3,5,,,,8,6,,,8,,8,3,2020
ST200819,A,4,8/3/2020,,,,,,,5,,,7,,8,3,2020
ST200819,B,4,8/3/2020,2,,,,,11,8,,,3,,8,3,2020
ST200820,A,4,8/3/2020,2,2,,,,8,3,,,8,,8,3,2020
ST200820,B,4,8/3/2020,1,1,,,,3,11,,,12,,8,3,2020
ST200776,A,4,7/27/2020,3,,,,,6,5,,,15,,7,27,2020
ST200776,B,4,7/27/2020,2,4,,,,3,6,,,12,,7,27,2020
ST200777,A,4,7/27/2020,1,,,,,3,5,1,,12,,7,27,2020
ST200777,B,4,7/27/2020,5,1,,,,7,1,,,5,,7,27,2020
ST200778,A,4,7/27/2020,,1,,,,2,4,,,5,,7,27,2020
ST200778,B,4,7/27/2020,1,,,,,4,2,,,9,,7,27,2020
ST200779,A,4,7/27/2020,2,3,,,,,7,,,14,,7,27,2020
ST200779,B,4,7/27/2020,,,,,,3,9,1,,10,,7,27,2020
ST200780,A,4,7/27/2020,1,,,,,8,4,,,4,,7,27,2020
ST200780,B,4,7/27/2020,5,3,,,,4,19,,,13,,7,20,2020
ST200736,A,4,7/20/2020,2,1,,,,2,7,,,10,,7,20,2020
