sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small,dup
ST190824,B,5,2019-08-19,1,4,NA,NA,NA,1,23,7,NA,1,0
ST190825,A,5,2019-08-19,1,1,NA,NA,1,NA,12,5,NA,NA,0
ST190825,B,5,2019-08-19,1,2,1,NA,NA,1,12,3,NA,NA,0
ST190861,A,5,2019-08-26,NA,3,1,NA,2,1,24,2,NA,NA,0
ST190861,B,5,2019-08-26,NA,NA,1,NA,3,1,49,3,NA,NA,0
ST190862,A,5,2019-08-26,NA,NA,NA,NA,NA,1,14,1,NA,NA,0
ST190862,B,5,2019-08-26,2,NA,NA,NA,NA,1,9,3,NA,2,0
ST190863,A,5,2019-08-26,NA,1,NA,NA,1,1,7,3,NA,NA,0
ST190863,B,5,2019-08-26,1,4,NA,NA,1,NA,13,7,NA,1,0
ST190864,A,5,2019-08-26,NA,2,NA,NA,NA,NA,9,2,NA,NA,0
ST190864,B,5,2019-08-26,NA,4,NA,NA,1,NA,12,2,NA,NA,0
ST190865,A,5,2019-08-26,NA,NA,NA,NA,NA,NA,12,1,NA,2,0
ST190865,B,5,2019-08-26,NA,NA,NA,NA,NA,NA,21,6,NA,NA,0
ST190066,A,6,109-03-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190066,B,6,109-03-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,1,6,2018-05-14,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,0
NA,10,6,2018-05-14,NA,NA,NA,NA,NA,2,42,NA,NA,9,0
NA,2,6,2018-05-14,NA,NA,NA,NA,NA,2,44,NA,NA,4,0
NA,3,6,2018-05-14,NA,2,NA,NA,NA,4,41,NA,NA,8,0
NA,4,6,2018-05-14,NA,NA,NA,NA,NA,3,26,NA,NA,10,0
NA,5,6,2018-05-14,3,NA,NA,NA,NA,NA,43,NA,NA,8,0
NA,6,6,2018-05-14,4,NA,NA,NA,NA,3,207,NA,NA,10,0
NA,7,6,2018-05-14,NA,NA,NA,NA,NA,NA,57,NA,NA,6,0
NA,8,6,2018-05-14,NA,NA,NA,NA,NA,NA,65,NA,NA,13,0
NA,9,6,2018-05-14,NA,NA,NA,NA,NA,NA,272,NA,NA,14,0
NA,1,6,2018-05-21,4,NA,NA,NA,NA,2,73,NA,NA,NA,0
NA,10,6,2018-05-21,NA,NA,NA,NA,1,2,64,NA,NA,4,0
NA,2,6,2018-05-21,NA,NA,NA,NA,NA,NA,26,NA,NA,1,0
NA,3,6,2018-05-21,NA,NA,NA,NA,NA,NA,42,NA,NA,1,0
NA,4,6,2018-05-21,NA,NA,NA,NA,NA,1,28,NA,NA,1,0
NA,5,6,2018-05-21,NA,1,NA,NA,NA,1,18,NA,NA,NA,0
NA,6,6,2018-05-21,3,NA,NA,NA,NA,2,NA,NA,NA,5,0
NA,7,6,2018-05-21,NA,NA,NA,NA,1,3,73,NA,NA,1,0
NA,8,6,2018-05-21,1,NA,NA,NA,NA,4,32,NA,NA,4,0
NA,9,6,2018-05-21,1,NA,NA,NA,NA,1,30,NA,NA,6,0
NA,1,6,2018-05-29,NA,NA,NA,NA,1,2,56,NA,NA,6,0
NA,10,6,2018-05-29,2,NA,NA,NA,NA,1,22,NA,NA,3,0
NA,2,6,2018-05-29,1,NA,NA,NA,1,2,74,NA,NA,NA,0
NA,3,6,2018-05-29,2,NA,NA,NA,1,2,30,NA,NA,NA,0
NA,4,6,2018-05-29,NA,NA,NA,NA,NA,2,35,NA,NA,2,0
NA,5,6,2018-05-29,2,1,NA,NA,NA,2,65,NA,NA,1,0
NA,6,6,2018-05-29,NA,NA,NA,NA,NA,1,30,NA,NA,4,0
NA,7,6,2018-05-29,NA,NA,NA,NA,NA,3,76,NA,NA,7,0
NA,8,6,2018-05-29,NA,NA,NA,NA,NA,NA,20,NA,NA,2,0
NA,9,6,2018-05-29,1,NA,NA,NA,NA,4,57,NA,NA,NA,0
NA,1,6,2018-06-04,NA,1,NA,NA,NA,3,23,NA,NA,3,0
NA,10,6,2018-06-04,NA,NA,NA,NA,1,NA,31,1,NA,NA,0
NA,2,6,2018-06-04,1,NA,NA,NA,NA,1,28,NA,NA,5,0
NA,3,6,2018-06-04,3,NA,NA,NA,NA,23,15,NA,NA,5,0
NA,4,6,2018-06-04,NA,1,NA,NA,NA,1,16,NA,NA,NA,0
NA,5,6,2018-06-04,2,NA,NA,NA,1,5,59,NA,NA,6,0
NA,6,6,2018-06-04,NA,NA,NA,NA,NA,NA,17,1,NA,2,0
NA,7,6,2018-06-04,2,NA,NA,NA,NA,4,41,NA,NA,4,0
NA,8,6,2018-06-04,1,NA,NA,NA,2,NA,66,NA,NA,3,0
NA,9,6,2018-06-04,2,NA,NA,NA,NA,NA,22,NA,NA,1,0
NA,1,6,2018-06-11,2,NA,NA,NA,1,3,15,NA,NA,4,0
NA,10,6,2018-06-11,NA,NA,NA,NA,NA,4,78,NA,NA,2,0
NA,2,6,2018-06-11,1,1,NA,NA,NA,1,28,1,NA,6,0
NA,3,6,2018-06-11,1,1,NA,NA,1,4,42,1,NA,11,0
NA,4,6,2018-06-11,NA,NA,NA,NA,NA,NA,18,1,NA,1,0
NA,5,6,2018-06-11,1,NA,NA,NA,NA,NA,18,NA,NA,NA,0
NA,6,6,2018-06-11,NA,NA,NA,NA,NA,NA,24,NA,NA,4,0
NA,7,6,2018-06-11,NA,NA,NA,NA,NA,NA,87,5,NA,9,0
NA,8,6,2018-06-11,2,NA,NA,NA,NA,NA,14,NA,NA,1,0
NA,9,6,2018-06-11,NA,NA,NA,NA,NA,NA,36,NA,NA,1,0
NA,1,6,2018-06-18,NA,1,NA,NA,1,5,19,1,NA,11,0
NA,10,6,2018-06-18,3,1,NA,NA,NA,8,11,NA,NA,11,0
NA,2,6,2018-06-18,4,1,NA,NA,NA,2,47,1,NA,10,0
NA,3,6,2018-06-18,5,NA,NA,NA,1,4,19,3,NA,10,0
NA,4,6,2018-06-18,2,NA,NA,NA,2,3,52,NA,NA,25,0
NA,5,6,2018-06-18,NA,NA,NA,NA,NA,NA,32,2,NA,14,0
NA,6,6,2018-06-18,6,NA,NA,NA,1,4,30,NA,NA,14,0
NA,7,6,2018-06-18,NA,2,NA,NA,NA,5,32,1,NA,6,0
NA,8,6,2018-06-18,1,NA,NA,NA,5,5,25,7,NA,12,0
NA,9,6,2018-06-18,1,1,NA,NA,NA,8,5,2,NA,8,0
NA,1,6,2018-06-25,1,NA,NA,NA,NA,NA,38,NA,NA,15,0
NA,10,6,2018-06-25,3,1,2,NA,1,2,22,NA,NA,14,0
NA,2,6,2018-06-25,1,NA,NA,NA,1,2,25,NA,NA,7,0
NA,3,6,2018-06-25,1,NA,NA,NA,NA,2,24,3,NA,6,0
NA,4,6,2018-06-25,2,NA,NA,NA,1,NA,25,NA,NA,15,0
NA,5,6,2018-06-25,NA,NA,4,NA,2,3,61,NA,NA,10,0
NA,6,6,2018-06-25,2,NA,NA,NA,NA,2,27,1,NA,3,0
NA,7,6,2018-06-25,2,NA,NA,NA,NA,2,14,2,NA,3,0
NA,8,6,2018-06-25,2,NA,NA,NA,1,3,22,NA,NA,3,0
NA,9,6,2018-06-25,2,NA,NA,NA,NA,4,18,NA,NA,7,0
NA,1,6,2018-07-02,NA,NA,NA,NA,NA,2,15,NA,NA,3,0
NA,10,6,2018-07-02,1,NA,NA,NA,NA,2,19,NA,NA,4,0
NA,2,6,2018-07-02,3,NA,NA,NA,NA,NA,34,NA,NA,4,0
NA,3,6,2018-07-02,NA,1,1,NA,NA,NA,35,NA,NA,10,0
NA,4,6,2018-07-02,5,NA,NA,NA,NA,NA,36,NA,NA,NA,0
NA,5,6,2018-07-02,2,NA,1,NA,NA,4,31,NA,NA,13,0
NA,6,6,2018-07-02,4,NA,1,NA,NA,NA,30,NA,NA,4,0
NA,7,6,2018-07-02,3,NA,2,NA,1,1,22,NA,NA,4,0
NA,8,6,2018-07-02,NA,NA,2,NA,NA,3,14,NA,NA,3,0
NA,9,6,2018-07-02,4,NA,NA,NA,NA,1,29,NA,NA,7,0
NA,1,6,2018-07-09,2,NA,NA,NA,1,4,23,NA,NA,6,0
NA,10,6,2018-07-09,3,NA,NA,NA,1,3,22,NA,NA,6,0
NA,2,6,2018-07-09,NA,NA,4,NA,NA,4,26,NA,NA,9,0
NA,3,6,2018-07-09,1,NA,NA,NA,NA,4,13,NA,NA,NA,0
NA,4,6,2018-07-09,5,NA,NA,NA,NA,6,12,NA,NA,6,0
NA,5,6,2018-07-09,2,NA,NA,NA,1,1,18,NA,NA,12,0
NA,6,6,2018-07-09,2,NA,NA,NA,1,1,25,NA,NA,13,0
NA,7,6,2018-07-09,3,NA,1,NA,NA,4,21,NA,NA,8,0
NA,8,6,2018-07-09,3,NA,NA,NA,1,3,23,NA,NA,9,0
NA,9,6,2018-07-09,3,NA,1,NA,1,5,19,NA,NA,9,0
NA,1,6,2018-07-16,2,1,NA,NA,NA,2,9,1,NA,7,0
NA,10,6,2018-07-16,1,NA,1,NA,NA,1,22,NA,NA,8,0
NA,2,6,2018-07-16,2,NA,NA,NA,NA,11,24,NA,NA,11,0
NA,3,6,2018-07-16,6,NA,1,NA,NA,6,10,NA,NA,10,0
NA,4,6,2018-07-16,2,NA,NA,NA,2,8,12,NA,NA,11,0
NA,5,6,2018-07-16,2,NA,NA,NA,NA,6,11,NA,NA,7,0
NA,6,6,2018-07-16,2,1,NA,NA,NA,3,14,NA,NA,12,0
NA,7,6,2018-07-16,2,NA,NA,NA,NA,4,2,NA,NA,8,0
NA,8,6,2018-07-16,2,NA,NA,NA,NA,4,2,NA,NA,8,0
NA,9,6,2018-07-16,3,NA,1,NA,1,6,20,NA,NA,11,0
NA,1,6,2018-07-23,2,2,NA,NA,NA,2,3,NA,NA,6,0
NA,2,6,2018-07-23,1,NA,NA,NA,NA,1,1,NA,NA,3,0
NA,3,6,2018-07-23,3,NA,NA,NA,NA,10,20,NA,NA,5,0
NA,4,6,2018-07-23,4,NA,NA,NA,NA,3,9,NA,NA,6,0
NA,5,6,2018-07-23,NA,3,NA,NA,NA,2,12,NA,NA,11,0
NA,6,6,2018-07-23,NA,NA,NA,NA,NA,5,11,NA,NA,13,0
NA,7,6,2018-07-23,2,NA,NA,NA,NA,5,10,NA,NA,7,0
NA,8,6,2018-07-23,3,NA,NA,NA,NA,2,9,NA,NA,8,0
NA,1,6,2018-07-30,NA,NA,NA,NA,NA,2,11,NA,NA,1,0
NA,10,6,2018-07-30,4,2,NA,NA,2,1,7,NA,NA,3,0
NA,2,6,2018-07-30,2,NA,NA,NA,NA,NA,18,NA,NA,NA,0
NA,3,6,2018-07-30,1,1,NA,NA,NA,4,12,NA,NA,1,0
NA,4,6,2018-07-30,NA,NA,NA,NA,1,3,5,NA,NA,NA,0
NA,5,6,2018-07-30,1,NA,NA,NA,NA,4,6,NA,NA,NA,0
NA,6,6,2018-07-30,4,NA,NA,NA,NA,2,13,NA,NA,2,0
NA,7,6,2018-07-30,1,NA,NA,NA,NA,3,13,NA,NA,NA,0
NA,8,6,2018-07-30,2,1,NA,NA,1,1,11,NA,NA,3,0
NA,9,6,2018-07-30,3,NA,NA,NA,NA,4,11,NA,NA,NA,0
NA,1,6,2018-08-06,NA,NA,NA,NA,NA,2,14,NA,NA,2,0
NA,10,6,2018-08-06,NA,NA,NA,NA,NA,2,6,NA,NA,1,0
NA,2,6,2018-08-06,1,NA,NA,NA,NA,4,4,NA,NA,2,0
NA,3,6,2018-08-06,3,NA,2,NA,NA,4,7,NA,NA,2,0
NA,4,6,2018-08-06,2,NA,NA,NA,NA,3,6,NA,NA,NA,0
NA,5,6,2018-08-06,NA,1,NA,NA,2,1,7,NA,NA,2,0
NA,6,6,2018-08-06,3,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,7,6,2018-08-06,NA,NA,NA,NA,NA,5,8,NA,NA,3,0
NA,8,6,2018-08-06,NA,NA,NA,NA,NA,2,6,NA,NA,2,0
NA,9,6,2018-08-06,NA,NA,NA,NA,NA,2,8,NA,NA,1,0
NA,1,6,2018-08-13,2,NA,NA,NA,NA,4,8,NA,NA,3,0
NA,10,6,2018-08-13,NA,NA,NA,NA,NA,2,7,NA,NA,2,0
NA,2,6,2018-08-13,NA,NA,NA,NA,NA,3,4,NA,NA,3,0
NA,3,6,2018-08-13,NA,NA,NA,NA,NA,4,8,NA,NA,3,0
NA,4,6,2018-08-13,1,NA,NA,NA,NA,1,6,NA,NA,1,0
NA,5,6,2018-08-13,NA,NA,NA,NA,NA,1,7,NA,NA,2,0
NA,6,6,2018-08-13,NA,NA,NA,NA,NA,1,14,NA,NA,2,0
NA,7,6,2018-08-13,1,NA,NA,NA,NA,1,2,NA,NA,NA,0
NA,8,6,2018-08-13,NA,1,NA,NA,NA,NA,14,NA,NA,1,0
NA,9,6,2018-08-13,NA,NA,NA,NA,1,NA,6,NA,NA,5,0
NA,1,6,2018-08-20,NA,NA,1,NA,NA,6,3,NA,NA,NA,0
NA,10,6,2018-08-20,NA,NA,NA,NA,NA,3,4,NA,NA,NA,0
NA,2,6,2018-08-20,NA,NA,NA,NA,1,1,14,NA,NA,4,0
NA,3,6,2018-08-20,2,NA,NA,NA,NA,2,3,NA,NA,NA,0
NA,4,6,2018-08-20,NA,NA,NA,NA,NA,1,6,NA,NA,NA,0
NA,5,6,2018-08-20,1,NA,NA,NA,NA,3,6,NA,NA,3,0
NA,6,6,2018-08-20,1,NA,NA,NA,NA,2,7,NA,NA,5,0
NA,7,6,2018-08-20,1,NA,NA,NA,1,1,6,NA,NA,2,0
NA,8,6,2018-08-20,NA,NA,NA,NA,NA,NA,7,NA,NA,2,0
NA,9,6,2018-08-20,NA,NA,NA,NA,NA,NA,8,NA,NA,2,0
NA,1,6,2018-08-27,NA,1,NA,NA,NA,NA,3,NA,NA,1,0
NA,10,6,2018-08-27,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,2,6,2018-08-27,1,NA,NA,NA,2,NA,5,NA,NA,NA,0
NA,3,6,2018-08-27,1,NA,NA,NA,NA,1,4,NA,NA,2,0
NA,4,6,2018-08-27,1,NA,NA,NA,NA,NA,6,NA,NA,3,0
NA,5,6,2018-08-27,1,NA,NA,NA,NA,1,2,NA,NA,NA,0
NA,6,6,2018-08-27,NA,NA,NA,NA,NA,1,6,NA,NA,1,0
NA,7,6,2018-08-27,NA,NA,NA,NA,NA,1,11,NA,NA,NA,0
NA,8,6,2018-08-27,1,NA,NA,NA,NA,2,7,NA,NA,1,0
NA,9,6,2018-08-27,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0
NA,1,6,2018-09-04,1,NA,NA,NA,NA,NA,4,NA,NA,3,0
NA,10,6,2018-09-04,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,2,6,2018-09-04,NA,1,NA,NA,NA,1,3,NA,NA,2,0
NA,3,6,2018-09-04,NA,NA,NA,NA,NA,3,7,NA,NA,1,0
NA,4,6,2018-09-04,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,5,6,2018-09-04,1,NA,NA,NA,NA,1,4,NA,NA,NA,0
NA,6,6,2018-09-04,NA,NA,NA,NA,NA,1,7,NA,NA,NA,0
NA,7,6,2018-09-04,NA,NA,NA,NA,NA,1,4,NA,NA,1,0
NA,8,6,2018-09-04,NA,NA,NA,NA,NA,1,7,NA,NA,NA,0
NA,9,6,2018-09-04,1,NA,NA,NA,NA,2,6,NA,NA,4,0
NA,1,6,2018-09-10,NA,NA,NA,NA,NA,NA,6,NA,NA,1,0
NA,10,6,2018-09-10,NA,NA,NA,NA,NA,1,5,NA,NA,1,0
NA,2,6,2018-09-10,1,NA,NA,NA,NA,NA,5,NA,NA,1,0
NA,3,6,2018-09-10,NA,NA,1,NA,NA,2,2,NA,NA,NA,0
NA,4,6,2018-09-10,NA,NA,NA,NA,NA,1,2,NA,NA,NA,0
NA,5,6,2018-09-10,NA,NA,NA,NA,NA,1,2,NA,NA,NA,0
NA,6,6,2018-09-10,1,NA,NA,NA,1,NA,8,NA,NA,2,0
NA,7,6,2018-09-10,1,NA,NA,NA,NA,NA,4,NA,NA,1,0
NA,8,6,2018-09-10,1,NA,NA,NA,NA,2,6,NA,NA,2,0
NA,9,6,2018-09-10,1,NA,NA,NA,NA,NA,5,NA,NA,1,0
NA,1,6,2018-09-17,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,10,6,2018-09-17,NA,NA,NA,NA,NA,2,9,NA,NA,1,0
NA,2,6,2018-09-17,1,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,3,6,2018-09-17,1,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,4,6,2018-09-17,NA,NA,NA,NA,NA,NA,2,NA,NA,2,0
NA,5,6,2018-09-17,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,6,6,2018-09-17,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,7,6,2018-09-17,NA,NA,NA,NA,NA,NA,5,NA,NA,2,0
NA,8,6,2018-09-17,NA,NA,NA,NA,NA,1,7,NA,NA,3,0
NA,9,6,2018-09-17,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,1,6,2018-09-24,1,NA,NA,NA,NA,NA,9,NA,NA,3,0
NA,10,6,2018-09-24,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,2,6,2018-09-24,1,NA,NA,NA,NA,NA,7,NA,NA,1,0
NA,3,6,2018-09-24,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,4,6,2018-09-24,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0
NA,5,6,2018-09-24,1,NA,NA,NA,NA,NA,17,NA,NA,1,0
NA,6,6,2018-09-24,NA,NA,NA,NA,NA,NA,15,NA,NA,1,0
NA,7,6,2018-09-24,NA,NA,NA,NA,NA,NA,11,NA,NA,1,0
NA,8,6,2018-09-24,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,9,6,2018-09-24,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,1,6,2018-10-01,4,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,10,6,2018-10-01,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,2,6,2018-10-01,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,0
NA,3,6,2018-10-01,NA,NA,NA,NA,NA,1,4,NA,NA,1,0
NA,4,6,2018-10-01,2,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,5,6,2018-10-01,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,6,6,2018-10-01,4,NA,NA,NA,NA,NA,10,NA,NA,NA,0
NA,7,6,2018-10-01,3,NA,NA,NA,NA,NA,6,NA,NA,1,0
NA,8,6,2018-10-01,1,NA,NA,NA,NA,NA,13,NA,NA,NA,0
NA,9,6,2018-10-01,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,1,6,2018-10-08,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,10,6,2018-10-08,9,NA,NA,NA,NA,NA,24,NA,NA,NA,0
NA,2,6,2018-10-08,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,3,6,2018-10-08,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,4,6,2018-10-08,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,5,6,2018-10-08,2,NA,NA,NA,NA,NA,11,NA,NA,NA,0
NA,6,6,2018-10-08,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,7,6,2018-10-08,2,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,8,6,2018-10-08,2,NA,NA,NA,NA,NA,10,NA,NA,NA,0
NA,9,6,2018-10-08,4,NA,NA,NA,NA,NA,13,NA,NA,NA,0
NA,1,6,2018-10-15,9,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,10,6,2018-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2,6,2018-10-15,2,NA,NA,NA,NA,NA,10,NA,NA,NA,0
NA,3,6,2018-10-15,1,NA,NA,NA,NA,NA,4,NA,NA,2,0
NA,4,6,2018-10-15,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,5,6,2018-10-15,2,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,6,6,2018-10-15,2,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,7,6,2018-10-15,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,8,6,2018-10-15,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,9,6,2018-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,1,6,2018-10-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,10,6,2018-10-22,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,2,6,2018-10-22,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,0
NA,3,6,2018-10-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,4,6,2018-10-22,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,5,6,2018-10-22,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,6,6,2018-10-22,2,NA,NA,NA,NA,NA,3,NA,NA,1,0
NA,7,6,2018-10-22,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,8,6,2018-10-22,2,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,9,6,2018-10-22,2,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,1,6,2018-10-29,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,10,6,2018-10-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2,6,2018-10-29,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0
NA,3,6,2018-10-29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,4,6,2018-10-29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,5,6,2018-10-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,6,6,2018-10-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,7,6,2018-10-29,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,8,6,2018-10-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,9,6,2018-10-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,1,6,2018-11-05,5,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,10,6,2018-11-05,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,2,6,2018-11-05,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,3,6,2018-11-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,4,6,2018-11-05,3,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,5,6,2018-11-05,5,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,6,6,2018-11-05,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,7,6,2018-11-05,4,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,8,6,2018-11-05,4,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,9,6,2018-11-05,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,1,6,2018-11-12,3,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,10,6,2018-11-12,10,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,2,6,2018-11-12,4,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,3,6,2018-11-12,4,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,4,6,2018-11-12,3,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,5,6,2018-11-12,4,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,6,6,2018-11-12,4,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,7,6,2018-11-12,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,8,6,2018-11-12,4,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,9,6,2018-11-12,7,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST190186,A,6,2019-04-29,3,NA,NA,NA,NA,2,4,NA,NA,1,0
ST190186,B,6,2019-04-29,NA,NA,NA,NA,NA,1,17,NA,NA,2,0
ST190187,A,6,2019-04-29,3,1,NA,NA,NA,NA,13,NA,NA,1,0
ST190187,B,6,2019-04-29,1,NA,NA,NA,NA,NA,3,NA,NA,4,0
ST190188,A,6,2019-04-29,NA,NA,NA,NA,NA,NA,12,NA,NA,1,0
ST190188,B,6,2019-04-29,2,NA,NA,NA,NA,NA,7,NA,NA,NA,0
ST190189,A,6,2019-04-29,1,NA,NA,NA,NA,1,6,NA,NA,2,0
ST190189,B,6,2019-04-29,1,NA,NA,NA,NA,NA,8,NA,NA,2,0
ST190190,A,6,2019-04-29,1,2,NA,NA,NA,NA,8,NA,NA,NA,0
ST190190,B,6,2019-04-29,2,NA,NA,NA,NA,NA,6,NA,NA,5,0
ST190226,A,6,2019-05-06,NA,NA,NA,NA,NA,1,2,NA,NA,1,0
ST190226,B,6,2019-05-06,5,2,NA,NA,NA,2,13,NA,NA,2,0
ST190227,A,6,2019-05-06,1,NA,NA,NA,NA,NA,9,1,NA,2,0
ST190227,B,6,2019-05-06,2,NA,NA,NA,NA,1,3,NA,NA,3,0
ST190228,A,6,2019-05-06,9,NA,NA,NA,NA,NA,19,NA,NA,4,0
ST190228,B,6,2019-05-06,8,1,NA,NA,NA,NA,9,NA,NA,NA,0
ST190229,A,6,2019-05-06,26,NA,NA,NA,NA,NA,27,NA,NA,2,0
ST190229,B,6,2019-05-06,3,NA,NA,NA,NA,NA,6,NA,NA,1,0
ST190230,A,6,2019-05-06,NA,NA,NA,NA,NA,NA,4,NA,NA,1,0
ST190230,B,6,2019-05-06,4,NA,NA,NA,NA,NA,12,NA,NA,4,0
ST190266,A,6,2019-05-13,NA,NA,NA,NA,NA,1,24,NA,NA,4,0
ST190266,B,6,2019-05-13,1,NA,NA,NA,NA,NA,34,NA,NA,3,0
ST190267,A,6,2019-05-13,1,NA,NA,NA,NA,NA,24,NA,NA,NA,0
ST190267,B,6,2019-05-13,2,NA,NA,NA,NA,1,69,NA,NA,1,0
ST190268,A,6,2019-05-13,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,0
ST190268,B,6,2019-05-13,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,0
ST190269,A,6,2019-05-13,4,NA,NA,NA,NA,NA,20,NA,NA,3,0
ST190269,B,6,2019-05-13,5,NA,NA,NA,NA,NA,133,NA,NA,4,0
ST190270,A,6,2019-05-13,1,NA,NA,NA,NA,NA,18,NA,NA,3,0
ST190270,B,6,2019-05-13,1,1,NA,NA,NA,NA,369,NA,NA,1,0
ST190306,A,6,2019-05-20,3,NA,NA,NA,NA,1,51,NA,NA,3,0
ST190306,B,6,2019-05-20,4,NA,NA,NA,NA,NA,226,NA,NA,8,0
ST190307,A,6,2019-05-20,NA,NA,NA,NA,NA,1,86,NA,NA,3,0
ST190307,B,6,2019-05-20,NA,1,NA,NA,NA,NA,98,NA,NA,11,0
ST190308,A,6,2019-05-20,4,NA,NA,NA,NA,NA,199,NA,NA,8,0
ST190308,B,6,2019-05-20,NA,NA,NA,NA,NA,NA,68,NA,NA,4,0
ST190309,A,6,2019-05-20,NA,NA,NA,NA,NA,1,84,NA,NA,5,0
ST190309,B,6,2019-05-20,NA,NA,NA,NA,NA,1,58,NA,NA,4,0
